hgnc_id	symbol	name	aliases	entrez	ensembl	uniprot	chromosome
HGNC:28233	ANKRD40	ankyrin repeat domain 40	MGC15396	91369	ENSG00000154945	Q6AI12	17q21.33
HGNC:26752	ANKRD42	ankyrin repeat domain 42	FLJ37874|SARP	338699	ENSG00000137494	Q8N9B4	11q14.1
HGNC:25259	ANKRD44	ankyrin repeat domain 44	PP6-ARS-B	91526	ENSG00000065413	Q8N8A2	2q33.1
HGNC:24786	ANKRD45	ankyrin repeat domain 45	CT117|FLJ45235	339416	ENSG00000183831	Q5TZF3	1q25.1
HGNC:27229	ANKRD46	ankyrin repeat domain 46		157567	ENSG00000186106	Q86W74	8q22.3
HGNC:25970	ANKRD49	ankyrin repeat domain 49	FGIF|FLJ20189|GBIF	54851	ENSG00000168876	Q8WVL7	11q21
HGNC:29223	ANKRD50	ankyrin repeat domain 50	KIAA1223	57182	ENSG00000151458	Q9ULJ7	4q28.1
HGNC:26614	ANKRD52	ankyrin repeat domain 52	FLJ34236|PP6-ARS-C	283373	ENSG00000139645	Q8NB46	12q13.3
HGNC:25691	ANKRD53	ankyrin repeat domain 53	FLJ12056|FLJ36160	79998	ENSG00000144031	Q8N9V6	2p13.3
HGNC:25185	ANKRD54	ankyrin repeat domain 54	LIAR	129138	ENSG00000100124	Q6NXT1	22q13.1
HGNC:25681	ANKRD55	ankyrin repeat domain 55	FLJ11795	79722	ENSG00000164512	Q3KP44	5q11.2
HGNC:17280	ANKRD6	ankyrin repeat domain 6	KIAA0957	22881	ENSG00000135299	Q9Y2G4	6q14.2-q16.1
HGNC:16217	ANKRD60	ankyrin repeat domain 60	C20orf86|bA196N14.3	140731	ENSG00000124227	Q9BZ19	20q13.32
HGNC:22467	ANKRD61	ankyrin repeat domain 61		100310846	ENSG00000157999	A6NGH8	7p22
HGNC:35241	ANKRD62	ankyrin repeat domain 62	DKFZp779B1634	342850	ENSG00000181626	A6NC57	18p11.21
HGNC:40027	ANKRD63	ankyrin repeat domain 63		100131244	ENSG00000230778	C9JTQ0	15q15.1
HGNC:42950	ANKRD65	ankyrin repeat domain 65		441869	ENSG00000235098	E5RJM6	1p36.33
HGNC:44669	ANKRD66	ankyrin repeat domain 66		100287718	ENSG00000230062	B4E2M5	6p12.3
HGNC:18588	ANKRD7	ankyrin repeat domain 7	TSA806	56311	ENSG00000106013	Q92527	7q31
HGNC:20096	ANKRD9	ankyrin repeat domain 9		122416	ENSG00000156381	Q96BM1	14q32.33
HGNC:20961	ANKS1A	ankyrin repeat and sterile alpha motif domain containing 1A	ANKS1|KIAA0229	23294	ENSG00000064999	Q92625	6p21.31
HGNC:24600	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B	AIDA-1|ANKS2|EB-1|cajalin-2	56899	ENSG00000185046	Q7Z6G8	12q23.1
HGNC:29422	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3	FLJ32345|FLJ32767|KIAA1977	124401	ENSG00000168096	Q6ZW76	16p13.3
HGNC:26795	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	FLJ38819|HARP	257629	ENSG00000175311	Q8N8V4	16p12.2
HGNC:26724	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	ANKRD14|FLJ36928|NPHP16|SAMD6	203286	ENSG00000165138	Q68DC2	9q31.1
HGNC:29642	ANKUB1	ankyrin repeat and ubiquitin domain containing 1	C3orf16	389161	ENSG00000206199	A6NFN9	3q25.1
HGNC:25527	ANKZF1	ankyrin repeat and zinc finger domain containing 1	FLJ10415|ZNF744	55139	ENSG00000163516	Q9H8Y5	2q35
HGNC:14082	ANLN	anillin, actin binding protein	ANILLIN|Scraps|scra	54443	ENSG00000011426	Q9NQW6	7p15-p14
HGNC:21625	ANO1	anoctamin 1, calcium activated chloride channel	DOG1|FLJ10261|ORAOV2|TAOS2|TMEM16A	55107	ENSG00000131620	Q5XXA6	11q13.2
HGNC:25519	ANO10	anoctamin 10	FLJ10375|MGC47890|SCAR10|TMEM16K	55129	ENSG00000160746	Q9NW15	3p22.1-p21.33
HGNC:1183	ANO2	anoctamin 2	C12orf3|TMEM16B	57101	ENSG00000047617	Q9NQ90	12p13.3
HGNC:14004	ANO3	anoctamin 3	C11orf25|DYT23|GENX-3947|TMEM16C	63982	ENSG00000134343	Q9BYT9	11p14.2
HGNC:23837	ANO4	anoctamin 4	FLJ34221|FLJ34272|FLJ35277|TMEM16D	121601	ENSG00000151572	Q32M45	12q23.3
HGNC:27337	ANO5	anoctamin 5	GDD1|LGMD2L|TMEM16E	203859	ENSG00000171714	Q75V66	11p15.1
HGNC:25240	ANO6	anoctamin 6	DKFZp313M0720|TMEM16F	196527	ENSG00000177119	Q4KMQ2	12q12-q13.11
HGNC:31677	ANO7	anoctamin 7	IPCA-5|NGEP|PCANAP5|PCANAP5L|TMEM16G	50636	ENSG00000146205	Q6IWH7	2q37.3
HGNC:29329	ANO8	anoctamin 8	KIAA1623|TMEM16H	57719	ENSG00000074855	Q9HCE9	19p13.12
HGNC:20679	ANO9	anoctamin 9	PIG5|TMEM16J|TP53I5	338440	ENSG00000185101	A1A5B4	11p15.5
HGNC:13233	ANP32A	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	C15orf1|I1PP2A|LANP|MAPM|PHAPI|PP32|mapmodulin	8125	ENSG00000140350	P39687	15q23
HGNC:16677	ANP32B	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	APRIL|PHAPI2|SSP29	10541	ENSG00000136938	Q92688	9q22.32
HGNC:16676	ANP32D	acidic (leucine-rich) nuclear phosphoprotein 32 family, member D	PP32R2	23519	ENSG00000139223	O95626	12q13.12
HGNC:16673	ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E	LANP-L|LANPL|MGC5350	81611	ENSG00000143401	Q9BTT0	1q22
HGNC:500	ANPEP	alanyl (membrane) aminopeptidase	CD13|LAP1|PEPN|gp150|p150	290	ENSG00000166825	P15144	15q25-q26
HGNC:21014	ANTXR1	anthrax toxin receptor 1	ATR|FLJ10601|FLJ21776|TEM8	84168	ENSG00000169604	Q9H6X2	2p13.1
HGNC:21732	ANTXR2	anthrax toxin receptor 2	CMG-2|CMG2|FLJ31074	118429	ENSG00000163297	P58335	4q21.3
HGNC:27277	ANTXRL	anthrax toxin receptor-like		195977	ENSG00000198250	A6NF34	10q11.22
HGNC:533	ANXA1	annexin A1	ANX1|LPC1	301	ENSG00000135046	P04083	9q21.13
HGNC:534	ANXA10	annexin A10	ANX14	11199	ENSG00000109511	Q9UJ72	4q32.3
HGNC:535	ANXA11	annexin A11	ANX11	311	ENSG00000122359	P50995	10q22.3
HGNC:536	ANXA13	annexin A13	ANX13	312	ENSG00000104537	P27216	8q24.13
HGNC:537	ANXA2	annexin A2	ANX2|ANX2L4|CAL1H|LIP2|LPC2D	302	ENSG00000182718	P07355	15q22.2
HGNC:33463	ANXA2R	annexin A2 receptor	AXIIR|C5orf39	389289	ENSG00000177721	Q3ZCQ2	5p12
HGNC:541	ANXA3	annexin A3	ANX3	306	ENSG00000138772	P12429	4q21.21
HGNC:542	ANXA4	annexin A4	ANX4	307	ENSG00000196975	P09525	2p13.3
HGNC:543	ANXA5	annexin A5	ANX5|ENX2	308	ENSG00000164111	P08758	4q27
HGNC:544	ANXA6	annexin A6	ANX6	309	ENSG00000197043	P08133	5q33.1
HGNC:545	ANXA7	annexin A7	ANX7	310	ENSG00000138279	P20073	10q22.2
HGNC:546	ANXA8	annexin A8	ANX8	653145	ENSG00000165390	P13928	10q11.22
HGNC:23334	ANXA8L1	annexin A8-like 1	bA301J7.3	728113	ENSG00000150165	Q5T2P8	10q11.22
HGNC:23335	ANXA8L2	annexin A8-like 2	bA145E20.2	244	ENSG00000186807	Q5VT79	10q11.22
HGNC:547	ANXA9	annexin A9	ANX31	8416	ENSG00000143412	O76027	1q21.2
HGNC:548	AOAH	acyloxyacyl hydrolase (neutrophil)		313	ENSG00000136250	P28039	7p14-p12
HGNC:80	AOC1	amine oxidase, copper containing 1	ABP1|DAO	26	ENSG00000002726	P19801	7q36.1
HGNC:549	AOC2	amine oxidase, copper containing 2 (retina-specific)	DAO2|RAO	314	ENSG00000131480	O75106	17q21
HGNC:550	AOC3	amine oxidase, copper containing 3	HPAO|VAP-1|VAP1	8639	ENSG00000131471	Q16853	17q21
HGNC:553	AOX1	aldehyde oxidase 1	AO|AOH1	316	ENSG00000138356	Q06278	2q33
HGNC:28808	AP1AR	adaptor-related protein complex 1 associated regulatory protein	2C18|C4orf16|PRO0971|gamma-BAR	55435	ENSG00000138660	Q63HQ0	4q25
HGNC:554	AP1B1	adaptor-related protein complex 1, beta 1 subunit	ADTB1|AP105A|BAM22|CLAPB2	162	ENSG00000100280	Q10567	22q12.2
HGNC:555	AP1G1	adaptor-related protein complex 1, gamma 1 subunit	ADTG|CLAPG1	164	ENSG00000166747	O43747	16q23
HGNC:556	AP1G2	adaptor-related protein complex 1, gamma 2 subunit	G2AD	8906	ENSG00000213983	O75843	14q11.2
HGNC:13667	AP1M1	adaptor-related protein complex 1, mu 1 subunit	AP47|CLAPM2	8907	ENSG00000072958	Q9BXS5	19p13.12
HGNC:558	AP1M2	adaptor-related protein complex 1, mu 2 subunit	AP1-mu2|HSMU1B|mu2	10053	ENSG00000129354	Q9Y6Q5	19p13.2
HGNC:559	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	AP19|CLAPS1|SIGMA1A|WUGSC:H_DJ0747G18.2	1174	ENSG00000106367	P61966	7q22.1
HGNC:560	AP1S2	adaptor-related protein complex 1, sigma 2 subunit	MRX59|MRXS5|PGS|SIGMA1B	8905	ENSG00000182287	P56377	Xp22
HGNC:18971	AP1S3	adaptor-related protein complex 1, sigma 3 subunit		130340	ENSG00000152056	Q96PC3	2q36.3
HGNC:561	AP2A1	adaptor-related protein complex 2, alpha 1 subunit	ADTAA|CLAPA1	160	ENSG00000196961	O95782	19q13.3
HGNC:562	AP2A2	adaptor-related protein complex 2, alpha 2 subunit	ADTAB|CLAPA2|DKFZP564D1864|HIP9|HYPJ|KIAA0899	161	ENSG00000183020	O94973	11p15.5
HGNC:563	AP2B1	adaptor-related protein complex 2, beta 1 subunit	ADTB2|CLAPB1	163	ENSG00000006125	P63010	17q11.2-q12
HGNC:564	AP2M1	adaptor-related protein complex 2, mu 1 subunit	AP50|CLAPM1|mu2	1173	ENSG00000161203	Q96CW1	3q28
HGNC:565	AP2S1	adaptor-related protein complex 2, sigma 1 subunit	CLAPS2|FBH3|FBHOk|HHC3	1175	ENSG00000042753	P53680	19q13.2-q13.3
HGNC:566	AP3B1	adaptor-related protein complex 3, beta 1 subunit	ADTB3A|HPS2	8546	ENSG00000132842	O00203	5q14.1
HGNC:567	AP3B2	adaptor-related protein complex 3, beta 2 subunit	NAPTB	8120	ENSG00000103723	Q13367	15q
HGNC:568	AP3D1	adaptor-related protein complex 3, delta 1 subunit	ADTD	8943	ENSG00000065000	O14617	19p13.3
HGNC:569	AP3M1	adaptor-related protein complex 3, mu 1 subunit		26985	ENSG00000185009	Q9Y2T2	10q22.1-q22.3
HGNC:570	AP3M2	adaptor-related protein complex 3, mu 2 subunit	AP47B|CLA20	10947	ENSG00000070718	P53677	8p11.2
HGNC:2013	AP3S1	adaptor-related protein complex 3, sigma 1 subunit	CLAPS3	1176	ENSG00000177879	Q92572	5q22
HGNC:571	AP3S2	adaptor-related protein complex 3, sigma 2 subunit	sigma3b	10239	ENSG00000157823	P59780	15q26.1
HGNC:572	AP4B1	adaptor-related protein complex 4, beta 1 subunit	BETA-4|SPG47	10717	ENSG00000134262	Q9Y6B7	1p13.2
HGNC:573	AP4E1	adaptor-related protein complex 4, epsilon 1 subunit	AP-4-EPSILON|SPG51	23431	ENSG00000081014	Q9UPM8	15q21.2
HGNC:574	AP4M1	adaptor-related protein complex 4, mu 1 subunit	MU-4|MU-ARP2|SPG50	9179	ENSG00000221838	O00189	7q22.1
HGNC:575	AP4S1	adaptor-related protein complex 4, sigma 1 subunit	AP47B|CLA20|SPG52	11154	ENSG00000100478	Q9Y587	14q12
HGNC:25104	AP5B1	adaptor-related protein complex 5, beta 1 subunit	AP-5|DKFZp761E198|PP1030	91056	ENSG00000254470	Q2VPB7	11q13.1
HGNC:20192	AP5M1	adaptor-related protein complex 5, mu 1 subunit	C14orf108|FLJ10813|MUDENG|MuD|mu5	55745	ENSG00000053770	Q9H0R1	14q22.2
HGNC:15875	AP5S1	adaptor-related protein complex 5, sigma 1 subunit	C20orf29|FLJ11168	55317	ENSG00000125843	Q9NUS5	20p13
HGNC:22197	AP5Z1	adaptor-related protein complex 5, zeta 1 subunit	KIAA0415|SPG48|zeta	9907	ENSG00000242802	O43299	7p22.1
HGNC:576	APAF1	apoptotic peptidase activating factor 1	APAF-1|CED4	317	ENSG00000120868	O14727	12q23
HGNC:578	APBA1	amyloid beta (A4) precursor protein-binding, family A, member 1	D9S411E|MINT1|X11	320	ENSG00000107282	Q02410	9q13-q21
HGNC:579	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2	D15S1518E|HsT16821|LIN-10|MGC:14091|MINT2|X11L	321	ENSG00000034053	Q99767	15q11-q12
HGNC:580	APBA3	amyloid beta (A4) precursor protein-binding, family A, member 3	X11L2|mint3	9546	ENSG00000011132	O96018	19p13.3
HGNC:581	APBB1	amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)	Fe65|RIR	322	ENSG00000166313	O00213	11p15
HGNC:17379	APBB1IP	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein	INAG1|RIAM	54518	ENSG00000077420	Q7Z5R6	10p12.1
HGNC:582	APBB2	amyloid beta (A4) precursor protein-binding, family B, member 2	FE65L|FE65L1|MGC35575	323	ENSG00000163697	Q92870	4p13
HGNC:20708	APBB3	amyloid beta (A4) precursor protein-binding, family B, member 3	FE65L2	10307	ENSG00000113108	O95704	5q31
HGNC:583	APC	adenomatous polyposis coli	DP2|DP2.5|DP3|PPP1R46	324	ENSG00000134982	P25054	5q21-q22
HGNC:24036	APC2	adenomatosis polyposis coli 2	APCL	10297	ENSG00000115266	O95996	19p13.3
HGNC:15718	APCDD1	adenomatosis polyposis coli down-regulated 1	B7323	147495	ENSG00000154856	Q8J025	18p11.21
HGNC:26892	APCDD1L	adenomatosis polyposis coli down-regulated 1-like	FLJ90166	164284	ENSG00000198768	Q8NCL9	20q13.32
HGNC:584	APCS	amyloid P component, serum	MGC88159|PTX2|SAP	325	ENSG00000132703	P02743	1q21-q23
HGNC:586	APEH	acylaminoacyl-peptide hydrolase	D3F15S2|D3S48E|DNF15S2	327	ENSG00000164062	P13798	3p21
HGNC:48925	APELA	apelin receptor early endogenous ligand	ELA|Ende|tdl	100506013	ENSG00000248329	-	4q32.3
HGNC:587	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	APE|APE-1|APEN|APEX|APX|HAP1|REF-1|REF1	328	ENSG00000100823	P27695	14q11.2
HGNC:17889	APEX2	APEX nuclease (apurinic/apyrimidinic endonuclease) 2	APE2|APEXL2|XTH2	27301	ENSG00000169188	Q9UBZ4	Xp11.23
HGNC:29509	APH1A	APH1A gamma secretase subunit	APH-1A|CGI-78	51107	ENSG00000117362	Q96BI3	1q21.2
HGNC:24080	APH1B	APH1B gamma secretase subunit	APH-1B|DKFZp564D0372|PSFL	83464	ENSG00000138613	Q8WW43	15q22.2
HGNC:594	API5	apoptosis inhibitor 5	AAC-11|AAC11|API5L1	8539	ENSG00000166181	Q9BZZ5	11p12
HGNC:17581	APIP	APAF1 interacting protein	APIP2|CGI-29|Mmrp19	51074	ENSG00000149089	Q96GX9	11p13
HGNC:23163	APITD1	apoptosis-inducing, TAF9-like domain 1	CENP-S|CENPS|FAAP16|MHF1	378708	ENSG00000175279	Q8N2Z9	1p36.22
HGNC:28724	APLF	aprataxin and PNKP like factor	C2orf13|MGC47799|Xip1	200558	ENSG00000169621	Q8IW19	2p14
HGNC:16665	APLN	apelin	XNPEP2|apelin	8862	ENSG00000171388	Q9ULZ1	Xq25
HGNC:339	APLNR	apelin receptor	AGTRL1|APJ|APJR|FLJ90771	187	ENSG00000134817	P35414	11q12.1
HGNC:597	APLP1	amyloid beta (A4) precursor-like protein 1	APLP	333	ENSG00000105290	P51693	19q
HGNC:598	APLP2	amyloid beta (A4) precursor-like protein 2	APPH|APPL2	334	ENSG00000084234	Q06481	11q24
HGNC:13238	APMAP	adipocyte plasma membrane associated protein	BSCv|C20orf3	57136	ENSG00000101474	Q9HDC9	20p11.2
HGNC:600	APOA1	apolipoprotein A-I		335	ENSG00000118137	P02647	11q23-q24
HGNC:18453	APOA1BP	apolipoprotein A-I binding protein	AIBP|MGC119143|MGC119144|MGC119145|YJEFN1	128240	ENSG00000163382	Q8NCW5	1q21
HGNC:601	APOA2	apolipoprotein A-II		336	ENSG00000158874	P02652	1q23.3
HGNC:602	APOA4	apolipoprotein A-IV		337	ENSG00000110244	P06727	11q23.3
HGNC:17288	APOA5	apolipoprotein A-V	APOA-V|RAP3	116519	ENSG00000110243	Q6Q788	11q23
HGNC:603	APOB	apolipoprotein B		338	ENSG00000084674	P04114	2p24-p23
HGNC:604	APOBEC1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1	APOBEC-1|BEDP|CDAR1|HEPR	339	ENSG00000111701	P41238	12p13.1
HGNC:605	APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	ARCD1|ARP1	10930	ENSG00000124701	Q9Y235	6p21
HGNC:17343	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	ARP3|PHRBN	200315	ENSG00000128383	P31941	22q13.1-q13.2
HGNC:44196	APOBEC3A_B	APOBEC3A and APOBEC3B deletion hybrid		100913187		-	22q13 alternate reference locus
HGNC:17352	APOBEC3B	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3B	FLJ21201|PHRBNL	9582	ENSG00000179750	Q9UH17	22q13.1-q13.2
HGNC:17353	APOBEC3C	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C	APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3	27350	ENSG00000244509	Q9NRW3	22q13.1-q13.2
HGNC:17354	APOBEC3D	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D	APOBEC3DE|APOBEC3E|ARP6	140564	ENSG00000243811	Q96AK3	22q13.1
HGNC:17356	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	ARP8|BK150C2.4.MRNA|KA6	200316	ENSG00000128394	Q8IUX4	22q13.1-q13.2
HGNC:17357	APOBEC3G	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3G	CEM15|FLJ12740|MDS019|bK150C2.7|dJ494G10.1	60489	ENSG00000239713	Q9HC16	22q13.1-q13.2
HGNC:24100	APOBEC3H	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3H	ARP10	164668	ENSG00000100298	Q6NTF7	22q13.1
HGNC:32152	APOBEC4	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 4 (putative)	C1orf169|FLJ25691|MGC26594|RP1-127C7.4	403314	ENSG00000173627	Q8WW27	1q25.3
HGNC:24087	APOBR	apolipoprotein B receptor	APOB100R|APOB48R	55911	ENSG00000184730	Q0VD83	16p11.2
HGNC:607	APOC1	apolipoprotein C-I		341	ENSG00000130208	P02654	19q13.2
HGNC:609	APOC2	apolipoprotein C-II		344	ENSG00000234906	P02655	19q13.2
HGNC:610	APOC3	apolipoprotein C-III		345	ENSG00000110245	P02656	11q23.3
HGNC:611	APOC4	apolipoprotein C-IV		346	ENSG00000267467	P55056	19q13.2
HGNC:612	APOD	apolipoprotein D		347	ENSG00000189058	P05090	3q29
HGNC:613	APOE	apolipoprotein E	AD2	348	ENSG00000130203	P02649	19q13.31
HGNC:615	APOF	apolipoprotein F		319	ENSG00000175336	Q13790	12q13
HGNC:616	APOH	apolipoprotein H (beta-2-glycoprotein I)	B2G1|BG	350	ENSG00000091583	P02749	17q24.2
HGNC:618	APOL1	apolipoprotein L, 1	APOL	8542	ENSG00000100342	O14791	22q13.1
HGNC:619	APOL2	apolipoprotein L, 2	APOL-II	23780	ENSG00000128335	Q9BQE5	22q12.3
HGNC:14868	APOL3	apolipoprotein L, 3	APOLIII|CG12-1	80833	ENSG00000128284	O95236	22q13.1
HGNC:14867	APOL4	apolipoprotein L, 4	APOLIV	80832	ENSG00000100336	Q9BPW4	22q11.2-q13.2
HGNC:14869	APOL5	apolipoprotein L, 5	APOLV	80831	ENSG00000128313	Q9BWW9	22q12.3
HGNC:14870	APOL6	apolipoprotein L, 6	APOL-VI|APOLVI	80830	ENSG00000221963	Q9BWW8	22q12.3
HGNC:25268	APOLD1	apolipoprotein L domain containing 1	DKFZP434F0318|FLJ25138	81575	ENSG00000178878	Q96LR9	12p13.2
HGNC:13916	APOM	apolipoprotein M	ApoM|G3a|NG20	55937	ENSG00000204444	O95445	6p21
HGNC:28727	APOO	apolipoprotein O	FAM121B|MGC4825|My025	79135	ENSG00000184831	Q9BUR5	Xp22.11
HGNC:24009	APOOL	apolipoprotein O-like	AAIR8193|CXorf33|FAM121A|UNQ8193	139322	ENSG00000155008	Q6UXV4	Xq21.1
HGNC:20492	APOPT1	apoptogenic 1, mitochondrial	APOP-1|C14orf153|MGC2562	84334	ENSG00000256053	Q96IL0	14q32.33
HGNC:620	APP	amyloid beta (A4) precursor protein	AD1	351	ENSG00000142192	P05067	21q21.2
HGNC:622	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	Hs.84084|KIAA0228|PAT1	10513	ENSG00000062725	Q92624	17q23.2
HGNC:24035	APPL1	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1	APPL	26060	ENSG00000157500	Q9UKG1	3p21.1-p14.3
HGNC:18242	APPL2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	DIP13B|FLJ10659	55198	ENSG00000136044	Q8NEU8	12q24.1
HGNC:626	APRT	adenine phosphoribosyltransferase		353	ENSG00000198931	P07741	16q24
HGNC:15984	APTX	aprataxin	AOA|AOA1|AXA1|EAOH|EOAHA|FLJ20157	54840	ENSG00000137074	Q7Z2E3	9p13.3
HGNC:633	AQP1	aquaporin 1 (Colton blood group)	CHIP28|CO	358	ENSG00000240583	P29972	7p14
HGNC:16029	AQP10	aquaporin 10		89872	ENSG00000143595	Q96PS8	1q21.3
HGNC:19940	AQP11	aquaporin 11		282679	ENSG00000178301	Q8NBQ7	11q13.5
HGNC:19941	AQP12A	aquaporin 12A	AQP12	375318	ENSG00000184945	Q8IXF9	2q37.3
HGNC:6096	AQP12B	aquaporin 12B	INSSA3	653437	ENSG00000185176	A6NM10	2q37.3
HGNC:634	AQP2	aquaporin 2 (collecting duct)		359	ENSG00000167580	P41181	12q12-q13
HGNC:636	AQP3	aquaporin 3 (Gill blood group)	GIL	360	ENSG00000165272	Q92482	9p13
HGNC:637	AQP4	aquaporin 4	MIWC	361	ENSG00000171885	P55087	18q11.2-q12.1
HGNC:638	AQP5	aquaporin 5		362	ENSG00000161798	P55064	12q13
HGNC:639	AQP6	aquaporin 6, kidney specific	AQP2L	363	ENSG00000086159	Q13520	12q13
HGNC:640	AQP7	aquaporin 7	AQP7L|AQP9|AQPap	364	ENSG00000165269	O14520	9p13
HGNC:642	AQP8	aquaporin 8		343	ENSG00000103375	O94778	16p12
HGNC:643	AQP9	aquaporin 9	HsT17287|SSC1	366	ENSG00000103569	O43315	15q
HGNC:29513	AQR	aquarius intron-binding spliceosomal factor	IBP160|KIAA0560|fSAP164	9716	ENSG00000021776	O60306	15q13
HGNC:644	AR	androgen receptor	AIS|DHTR|HUMARA|NR3C4|SBMA|SMAX1	367	ENSG00000169083	P10275	Xq12
HGNC:646	ARAF	v-raf murine sarcoma 3611 viral oncogene homolog	ARAF1	369	ENSG00000078061	P10398	Xp11.3-p11.23
HGNC:16925	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1	CENTD2	116985	ENSG00000186635	Q96P48	11q13.3
HGNC:16924	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	CENTD1|PARX	116984	ENSG00000047365	Q8WZ64	4p15.1
HGNC:24097	ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3	CENTD3|DRAG1|FLJ21065	64411	ENSG00000120318	Q8WWN8	5q31.3
HGNC:648	ARC	activity-regulated cytoskeleton-associated protein	Arg3.1|KIAA0278	23237	ENSG00000198576	Q7LC44	8q24.3
HGNC:649	ARCN1	archain 1	COPD	372	ENSG00000095139	P48444	11q23.3
HGNC:651	AREG	amphiregulin	SDGF	374	ENSG00000109321	P15514	4q13.3
HGNC:34509	AREGB	amphiregulin B		727738	ENSG00000205595	P15514	4q13.3
HGNC:20363	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	KIAA0317	9870	ENSG00000119682	O15033	14q24.2
HGNC:652	ARF1	ADP-ribosylation factor 1		375	ENSG00000143761	P84077	1q42.13
HGNC:654	ARF3	ADP-ribosylation factor 3		377	ENSG00000134287	P61204	12q13.12
HGNC:655	ARF4	ADP-ribosylation factor 4	ARF2	378	ENSG00000168374	P18085	3p21.2-p21.1
HGNC:658	ARF5	ADP-ribosylation factor 5		381	ENSG00000004059	P84085	7q31.3
HGNC:659	ARF6	ADP-ribosylation factor 6		382	ENSG00000165527	P62330	14q21.3
HGNC:15852	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	ARF1GAP|FLJ10767|bA261N11.3	55738	ENSG00000101199	Q8N6T3	20q13.33
HGNC:13504	ARFGAP2	ADP-ribosylation factor GTPase activating protein 2	FLJ14576|IRZ|ZNF289|Zfp289	84364	ENSG00000149182	Q8N6H7	11p11.2-p11.12
HGNC:661	ARFGAP3	ADP-ribosylation factor GTPase activating protein 3	ARFGAP1	26286	ENSG00000242247	Q9NP61	22q13.2
HGNC:15772	ARFGEF1	ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited)	ARFGEP1|BIG1|DKFZP434L057|p200	10565	ENSG00000066777	Q9Y6D6	8q13
HGNC:15853	ARFGEF2	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)	BIG2	10564	ENSG00000124198	Q9Y6D5	20q13.13
HGNC:21496	ARFIP1	ADP-ribosylation factor interacting protein 1	HSU52521	27236	ENSG00000164144	P53367	4q31.3
HGNC:17160	ARFIP2	ADP-ribosylation factor interacting protein 2	POR1	23647	ENSG00000132254	P53365	11p15
HGNC:662	ARFRP1	ADP-ribosylation factor related protein 1	ARL18|ARP|Arp1	10139	ENSG00000101246	Q13795	20q13.3
HGNC:663	ARG1	arginase 1		383	ENSG00000118520	P05089	6q23
HGNC:664	ARG2	arginase 2		384	ENSG00000081181	P78540	14q24.1
HGNC:30146	ARGFX	arginine-fifty homeobox		503582	ENSG00000186103	A6NJG6	3q13.33
HGNC:25482	ARGLU1	arginine and glutamate rich 1	FLJ10154	55082	ENSG00000134884	Q9NWB6	13q33.3
HGNC:673	ARHGAP1	Rho GTPase activating protein 1	CDC42GAP|Cdc42GAP|RhoGAP|p50rhoGAP	392	ENSG00000175220	Q07960	11p11.2
HGNC:26099	ARHGAP10	Rho GTPase activating protein 10	FLJ20896|FLJ41791|GRAF2	79658	ENSG00000071205	A1A4S6	4q31.23
HGNC:15783	ARHGAP11A	Rho GTPase activating protein 11A	KIAA0013	9824	ENSG00000198826	Q6P4F7	15q13.3
HGNC:15782	ARHGAP11B	Rho GTPase activating protein 11B	B'-T|FAM7B1	89839	ENSG00000187951	Q3KRB8	15q13.2
